M-0379,cadeira dobradiça (de tesoura),,"Século XIX",Inglaterra,Madeira com marchetaria; couro lavrado; metal (petit-point),"Estilo D. João V. Conjunto (M-0378, M-0379, M-0380)","38,9 x 53,8 x 91,4 cm",,Interiores - Peças de Mobiliário,Quarto Principal
M-0380,cadeira dobradiça (de tesoura),,"Século XIX",Inglaterra,"Madeira com marchetaria, couro lavrado; metal (petit-point).","Estilo D. João V. Conjunto (M-0378, M-0379, M-0380)","38,9 x 53,9 x 91, 6 cm",,Interiores - Peças de Mobiliário,Quarto Principal
M-0381,cadeira dobradiça (de tesoura),,"Século XIX",Inglaterra,Madeira com marchetaria; couro lavrado; metal (petit-point),"Estilo D. João V. Conjunto (M-0378, M-0379, M-0380)","39 x 57,9 x 90,2",,Interiores - Peças de Mobiliário,Reserva Técnica 2 (Porão)
M-0382,Mesa para costura,,"Século XIX",China,Madeira lacada; pintura em dourado; marfim ; metal ; tecido.,,"64, 8 x 41,5 x 69,9 cm. Fechada: 105,5h ap.",Arte Oriental,Trabalho - Equipamento de Fiação e Tecelagem,Quarto Principal - Ante-Sala
M-0383,dedal para costura,,"Século XIX",China,marfim esculpido,,"2,3 x 1,9cm d.",Arte Oriental,Trabalho - Equipamento de Fiação e Tecelagem,Reserva Técnica 1 (Q. Rosa)
M-0384,Retrós,,"Século XIX",China,Marfim esculpido,,"2,3 x 3,0cm d.",Arte Oriental,Trabalho - Equipamento de Fiação e Tecelagem,Reserva Técnica 1 (Q. Rosa)
M-0385,agulha,,"Século XIX",China,Marfim.,,"13,2 x 0,5cm larg.",Arte Oriental,Trabalho - Equipamento de Fiação e Tecelagem,Reserva Técnica 1 (Q. Rosa)
M-0386,frasco para perfume,,"Século XVIII",França,Cristal transparente com relevo; prata,,"11,8 x 5,8 x 1,9",,Objetos Pessoais - Artigo de Toalete,Reserva Técnica 1 (Q. Rosa)
M-0387,frasco para perfume,,"Século XVIII",França,Cristal transparente lapidado; ouro,,"8,8 x 6,3 x 3,3",,Objetos Pessoais - Artigo de Toalete,Reserva Técnica 1 (Q. Rosa)
M-0388,castiçal,,"Século XVIII",França,Bronze; tecido moiré,"Estilo Luis XV, para duas velas, com quebra-luz móvel de moiré.","43,8 x 22 x 15,7",,Interiores - Objetos de Iluminação,Reserva Técnica 1 (Q. Rosa)
M-0389,mesa de centro (relevo adaptado),,"Século XX",China,"Madeira entalalhada, pintada e dourada; madeira recortada; vidro transparente.",,"Placas: esquerda: 41,9 x 34,3cm ap. Direita: 41,9 x 34,4cm ap. Móvel: 92,9 x 49,6 x 39cm ",Arte Oriental,Interiores - Peças de Mobiliário,Sala de Jantar
M-0390,porta-revistas,,"Século XX",China,"madeira recortada, lacada e pintada; tinta metalizada ",Motivos orientais em alto-relevo.,"54,7 x 45,7 x 60,4",,Interiores - Acessórios de Interiores,Reserva Técnica 2 (Porão)
M-0391,leque,,"Século XIX",Japão(?),Papel de arroz policromado.,Com representação de reunião de divindades Taoístas. Pintada segundo a escola dos letrados.,"52,1 x 16,1 cm",Arte Oriental,Objetos Pessoais - Objeto de Auxílio\Conforto Pessoal,Quarto Principal - Ante-Sala
M-0392,cabeça ,,"Século IV a.C.",Helenística(?),Terracota ,,"9,7 x 7,5 x 5,6 cm ap.",Antiguidade Clássica,Artes Visuais - Escultura,Quarto Principal - Ante-Sala
M-0393,Figura masculina ,Civilização Maia (?),"Século II d.C. - X d.C.,Clássico Maia","México, Pré-Colombiano - Ilha de Jaina(?)",Terracota modelada.,"Figura (representação de sacerdote?) modelada em terracota, com vestígios de policromia.","18,1 x 8,7 x 10,5 . Com pedestal 24,9",Arte Oriental,Artes Visuais - Escultura Religiosa,Reserva Técnica 1 (Q. Rosa)
M-0394,recipiente,Civilização Mochica,"Século I a.C. - I d.C.,Mochica I","Peru Pré-Colombiano, Costa Norte",Cerâmica pintada com alto-relevo; concha,Jarro decorado com serpente em alto-relevo. ,"19,5 x 12,7 cm d.",Arte Pré-Colombiana,Embalagens\Recipientes‏,Quarto Principal - Ante-Sala
M-0395,recipiente,Civilização Mochica,"Século I - V d.C.,Mochica (III - IV)","Peru Pré-Colombiano, Costa Norte",cerâmica pintada ,Jarro decorado com motivos geométricos e ave.,"25,5 x 13x 11,2cm",Arte Pré-Colombiana,Embalagens\Recipientes‏,Quarto Principal
M-0396,recipiente,,"Século XIX",China ,Jade cinza esculpido e decorado em baixo-relevo.,Com alças e argolas laterais e tampa com pegador em forma de fera.,"21,2 x 7,8 x 4,8 (com pedestal)",Arte Oriental,Embalagens\Recipientes‏,Reserva Técnica 1 (Q. Rosa)
M-0397,Figura de imortal,,"Século XIX",China,Jade cor cinza esculpido.,,"18,2 x 8,2 x 4,2 cm. (com pedestal)",Arte Oriental,Artes Visuais - Escultura Religiosa,Reserva Técnica 1 (Q. Rosa)
M-0398,frasco,,"Século XIX",China,Turquesa esculpida em alto-relevo. Inspiração Taoísta,"Em forma de rocha. Representação de jardim chinês. Decorada com figura de criança divina, flores e aves.","14,1 x 6,7 x 4,5 cm. ap.",Arte Oriental,Embalagens\Recipientes,Quarto Principal
M-0399,vaso,,"Século XIX",China,cristal de rocha transparente lapidado; metal; policromia em esmalte.,"Com duas alças em metal, em forma de dragão.","17,4 x 15,6 x 5,2 ap.",Arte Oriental,Interiores - Acessórios de Interiores,Reserva Técnica 1 (Q. Rosa)
M-0400,figura masculina,,"Século XIX",China,Turquesa esculpida ,,"11,9 x 5,7 x 4,5 cm (com pedestal)",Arte Oriental,Artes Visuais - Escultura,Quarto Principal
M-0401,frasco com tampa,,"Século XVIII,Período Chien Long, 1736 - 1796",China,Cristal de rocha transparente esculpido.,Pegador da tampa em forma de fera.,"15,4 x 8,9 x 7,3",Arte Oriental,Embalagens\Recipientes‏,Reserva Técnica 1 (Q. Rosa)
M-0402,Vaso,,"Século XVIII,Período Kang Hsi, 1662 - 1723",China,Jade verde claro esculpido em alto-relevo.,Esculpido em alto relevo com figura de dragão sem chifres e cogumelos da longevidade.,"14 x 9,2 x 6,0",Arte Oriental,Embalagens\Recipientes‏,Reserva Técnica 1 (Q. Rosa)
M-0403,tastevin,,"Século XX",Inglaterra,Prata martelada e cinzelada.,"Com asa, decorado em alto relevo com frutas e laços.","3,5 x 9,7 d.",Prataria - Exposição,Embalagens\Recipientes‏,Reserva Técnica 3
M-0404,recipiente,,"Século XVIII",Itália,Prata martelada,"Formato oval, decorado com motivos florais.","3,6 x 15,1 x 11,5",Prataria - Exposição,Embalagens\Recipientes‏,Reserva Técnica 3
M-0405,relógio de parede,,"Século XVIII\XIX",Inglaterra\China,"Metal dourado com relevos, pedraria, coral e ferragens",Relógio inserido em trabalho metálico chinês. ,"36,2 x 13,5 x 4,5 ap. Relógio: 10 cm de largura",,Medição\Registro\Observação\Processamento - Instrumento de Precisão\Óptico,Reserva Técnica 1 (Q. Rosa)
M-0406,tocheiro,,"Século XVIII",Itália,madeira entalhada e dourada; pergaminho; papel policromado; metal,"Adaptado para luminária, com duas lâmpadas laterais e uma central. Cúpula externa em pergaminho decorada com cartografia antiga.","157,5 x 54 x 54. Total: 196,7 h. (cúpula interna)",,Interiores - Objetos de Iluminação,Reserva Técnica 2 (Porão)
M-0407,candelabro de parede,,"Século XVIII",França,bronze dourado; cristais.,Par M-0408. Para duas velas. ,"46,7 x 33 x 10,7 cm",,Interiores - Objetos de Iluminação,Quarto Principal - Ante-Sala
M-0408,candelabro de parede,,"Século XVIII",França,bronze dourado; cristal lapidado.,Par M-0407. Para duas velas.,"45 x 33 x 13,3 cm",,Interiores - Objetos de Iluminação,Quarto Principal - Ante-Sala
M-0409,Cômoda - escrivaninha,,"Século XIX",Inglaterra,Madeira com marchetaria; metal,,"Fechada: 102,3 x 54,0 x 104,0 cm. Aberta: 82,4 cm larg.",Mobiliário Europeu,Interiores - Peças de Mobiliário,Quarto Principal - Ante-Sala
M-0410,coluna,,"Século XIX",Brasil,Madeira entalhada policromada e dourada; pergaminho; tecido bordado; metal,Adaptada para abajur com duas lâmpadas. Base em formato hexagonal com seis pés.,"129 x 51 x 45,4. Total com cúpula: 162 h.",Arte Brasileira - Século XVIII e XIX,Construção - Fragmentos de Construção,Quarto Principal - Ante-Sala
M-0411,vaso,,"Século XIX",China,"porcelana, fundo azul com alto-relevo em dourado e preto",Par M-0412. Decorado com figuras de dragões.,"14,4 x 9,3 x 6,0 cm",Arte Oriental,Interiores - Acessórios de Interiores,Quarto Principal - Ante-Sala
M-0412,vaso,,"Século XIX",China,"Porcelana, fundo azul; metal em alto-relevo em dourado e preto.",Par M-0411. Decorado com figuras de dragões.,"14,5 x 9,2 x 5,8 cm",Arte Oriental,Interiores - Acessórios de Interiores,Quarto Principal - Ante-Sala
M-0413,caixa com miniatura,,"Século XIX,c.1830",França,casco de tartaruga; metal; aquarela; papel?; vidro transparente?,Tampa decorada com retrato de dama.,"2,0 x 8,4 d.",,Objetos Pessoais - Artigo de Toalete,Reserva Técnica 1 (Q. Rosa)
M-0414,caixa com miniatura,,"Século XVIII",França,"Casco de tartaruga; ouro, aquarela; papel?; vidro transparente; marfim?", Com cena marinha em aquarela aplicada à tampa.,"2,5 x 8,1 d.",,Objetos Pessoais - Artigo de Toalete,Reserva Técnica 1 (Q. Rosa)
M-0415,"figura de ""demônio",,"Século XVIII",Índia,Marfim escuro esculpido.,,"11,3 x 2,9 x 2,7",Arte Oriental,Artes Visuais - Escultura Religiosa,Reserva Técnica 1 (Q. Rosa)
M-0416,coluna (miniatura),,"Século XV",Alemanha,marfim escuro esculpido,Peça com cinco partes desmontáveis. Com uma esfera móvel embutida no arremate da coluna. Montagem de cima para baixo. ,"12,2 x 3,1 d ap.",,Artes Visuais - Escultura,Reserva Técnica 1 (Q. Rosa)
M-0417,tinteiro,,"Século XVIII",França,Madeira; metal dourado; casco de tartaruga?,Com recipientes internos.,"9,0 x 21 x 17,4 cm",,Comunicação - Equipamentos de Comunicação Escrita,Quarto Principal - Ante-Sala
M-0418,"Relógio de mesaCom Cão de ""FO",,"Século XIX",França\China,"Porcelana em cor azul e beringela, bronze, esmalte e vidro.",A figura do Cão de Fo em porcelana é de origem chinesa. ,"28,3 x 26,5 x 18 ap.",,Medição\Registro\Observação\Processamento - Instrumento de Precisão\Óptico,Reserva Técnica 1 (Q. Rosa)
M-0419,recipiente (molheira?),,"Século XVIII","Eslováquia, Holitsch (Holic)",faiança policromada e vidrada.,Em forma de maço de aspargos.,"7,5 x 17,6 x 6,2",,Interiores - Utensílios de Cozinha\Mesa,Armário do Banheiro Principal
M-0420,açucareiro ou molheira,,"Século XVIII","Eslováquia, Holitsch (Holic)",faiança policromada e vidrada.,Em forma de melão. Imobilizada ao presentoir.,"10,5 x 19 x 13. altura total: 11,3",,Interiores - Utensílios de Cozinha\Mesa,Reserva Técnica 1 (Q. Rosa)
M-0421,sopeira,,"Século XVIII","Eslováquia, Holitsch (Holic)",Faiança policromada e vidrada,"Em forma de couve, com quatro pés e tampa, com pegador em forma de limão. Com quatro pés.","22,2 x 21,1 x 22,3 ap. ",,Interiores - Utensílios de Cozinha\Mesa,Armário do Banheiro Principal
M-0422,Mesa de jogo,,"Século XIX,c.1875",Inglaterra,madeira clara;  ébano nos frisos; couro verde lavrado e dourado; tecido de feltro vermelho; metal dourado.,"Estilo Aesthetic. Tampo dobrável, giratório, sobre base fixa. Com rodinhas e compartimento interno sob o tampo para guardar jogos.","Fechada: 84,2 x 41,5 x 73,0 Aberta; 82,5 x 84,0 x 70,7",Mobiliário Europeu,Interiores - Peças de Mobiliário,Reserva Técnica 2 (Porão)
M-0423,prato,,"Século XX",China ,Porcelana policromada e vidrada.,Decorado na parte interna e externa.,"4,9 x 15,7 d.",Arte Oriental,Interiores - Utensílios de Cozinha\Mesa,Reserva Técnica 2 (Porão)
M-0424,Ovo de avestruz \ objeto decorativo,,"Século XIX",Inglaterra,ovo de avestruz? lacado; metal; madeira; pedraria.,Com 36 pedras não identificadas de formatos irregulares.,"13,9 x 16,7 x 14,2 . Altura com suporte: 20,3",,Interiores - Acessórios de Interiores,Reserva Técnica 1 (Q. Rosa)
M-0425,contador,,"Século XVII",Itália,"Madeira com marchetaria, madeira de nogueira; lâminas de marfim com desenhos gravados; lâminas de casco de tartaruga.",Estilo e época Barrocos. Com seis gavetas. ,"57,7 x 28,5 x 33,6 cm",Mobiliário Europeu,Interiores - Peças de Mobiliário,Quarto Principal - Ante-Sala
M-0426,mesa,,"Século XIX",Brasil,"Madeira entalhada, torneada, encerada?",Utilizada como suporte do contador M-0425,"61,7 x 30,1 x 55,9",Mobiliário Brasileiro,Interiores - Peças de Mobiliário,Reserva Técnica 2 (Porão)
M-0427,biombo,,"Século XIX",China,Madeira lacada e policromada com baixo-relevos.,"Com seis folhas decoradas com motivos florais, cenas campestres e dragões. As folhas têm medidas irregulares.","a: 196,2 x 41 x 1,8cm \b: 196 x 40,8 x 1,9cm \c: 196, 3 x 40,7 x 1,8cm \d: 195,8 x 40,5 x 1,9cme: 196,1 x 40,2 x 1,8cm \f: 195,3 x 40,6 x 1,9cm",Arte Oriental,Interiores - Peças de Mobiliário,Quarto Principal
M-0428,suporte para lenha (CHenet),,"Século XIX",França,Bronze,Par M-0429. Estilo Luis XV. Com figura de fauno tocando flauta e castanholas.,31 x 46 x 53 cm,,Interiores - Condicionadores de Temperatura,Quarto Principal - Ante-Sala
M-0429,suporte para lenha (CHenet),,"Século XIX",França,Bronze,Par M-0428. Estilo Luis XV. Com figura de fauno com pandeiro.,"31,5 x 45,5 x 54 cm",,Interiores - Condicionadores de Temperatura,Quarto Principal - Ante-Sala
M-0430,porta-espadas,,"Século XVIII",Itália,madeira entalhada e dourada; tecido de veludo; ferragens,Para três espadas. Revestido com veludo cor verde.,84 x 139 x 20cm,Mobiliário Europeu,Interiores - Peças de Mobiliário,Reserva Técnica 2 (Porão)
M-0431,colar,,"Século XVIII",Índia,"casca de árvore ou fruto, entalhada em alto-relevo; metal","Com representações de divindades. Composta de 19 peças de formato e tamanho diferentes, com 42 peças de junção unidas por argolas de metal.",74 h ap.,Arte Oriental,Objetos Pessoais - Objeto de Adorno,Reserva Técnica 1 (Q. Rosa)
M-0432,Retrato de moça (MinA KLABIN?),Israel(?),"Século XX","Itália, Capri",Grafite e pastel sobre papel cinza.,,"Oval, 42,3 x 33,0 irreg.",,Artes Visuais - Desenho,Mapoteca - G5
M-0433,tastevin,,"Século XIX(?)",França,Prata martelada.,,"2,4 x 6,5 d. Com alça: 2,4 x 8,5 x 6,5",Prataria - Exposição,Trabalho - Equipamento de uso geral,Reserva Técnica 3
M-0434,apito,,"Século XIX,c.1820",Inglaterra,Prata; madrepérola,Com chocalhos. Estilo Georgiano.,"15,5 x 5,0 x 6,0 ap.",Prataria - Exposição,Comunicação - Equipamentos de Comunicação Sonora\Visual,Reserva Técnica 3
M-0435,relevo,,"Século XVIII",Itália,Prata martelada e cinzelada,Placa de parede com representação de mulher segurando cordeiro e ramo de folhagem. ,"13 x 11 x 1,5",Prataria - Exposição,Interiores - Acessórios de Interiores,Reserva Técnica 3
M-0436,caixa,,"Século XIX",Inglaterra,Prata,,"3,7 x 4,1 x 3,1",Prataria - Exposição,Embalagens\Recipientes‏,Reserva Técnica 3
M-0437,xícara,,"Século XX",China,Prata cinzelada,,"3,6 x 5,5 x 4,0",Arte Oriental,Interiores - Utensílios de Cozinha\Mesa,Reserva Técnica 3
M-0438,castiçal,,"Século XVIII",Itália,Prata,Par (M-0439). Para uma vela.,"14,5 x 5,8 x 5,4",Prataria - Exposição,Interiores - Objetos de Iluminação,Reserva Técnica 3
M-0439,castiçal,,"Século XVIII",Itália,Prata,Par (M-0438). Para uma vela,"14,5 x 6,0 x 5,5",Prataria - Exposição,Interiores - Objetos de Iluminação,Reserva Técnica 3
M-0440,escrivaninha feminina (bureau en pente ou Bureau en dos D'âne),,"Século XIX,c.1870",Áustria ,Madeiras  de nogueira e frutífera com marchetaria e desenhos gravados à tinta; bronze dourado.,"Estilo Luis XV e de época Napoleão III. Folheado por dentro e por fora. Com nove gavetas, uma porta inclinada (aberta serve para escrever), um nicho. Decorada com ornamentos florais, envelope com pena de escrever e brasão decorativo. Bronzes aplicados nas duas pernas frontais. ","Aberta: 60,6 x 61,3 x 98,2 ap. Fechada: 60,6 x 39,8 x 98,2",Mobiliário Europeu,Interiores - Peças de Mobiliário,Quarto Principal - Ante-Sala
M-0441,retrato de dama,,"Século XVIII",Itália,aquarela sobre pergaminho. ,,"11,8 x 9,1 (área visível)",,Artes Visuais - Pintura - Miniaturas,Reserva Técnica 1 (Q. Rosa)
M-0442,fauno,"Victor Brecheret","Século XX",Brasil,Terracota.,,"25 x 15,2 x 11cm",Arte Brasileira - Século XX,Artes Visuais - Escultura,Quarto Principal - Ante-Sala
M-0443,pia de água benta,,"Século XVIII",Peru,Prata moldada em alto-relevo,,"31 x 26,2 x 6,5 ap.",Prataria - Exposição,Objetos Cerimoniais - Objetos de Culto,Reserva Técnica 1 (Q. Rosa)
M-0444,zeus (cabeça),,"Século V a.C",Grécia,Mármore esculpido,,"20,4 x 13 x 11cm  ap.",Antiguidade Clássica,Artes Visuais - Escultura,Quarto Principal - Ante-Sala
M-0445,Guan-Di (general chinês),,"Século XIX\XX",China,"terracota com pigmento em cor amarela, vidrada.","Divindade taoísta, patrono dos soldados e policais.","36 x 26 x 26,2 cm",Arte Oriental,Artes Visuais - Escultura,Quarto Principal - Ante-Sala
M-0446,boi,,"Século XX",Bali,Madeira entalhada policromada.,,"28,3 x34,2 x 13,5 cm",Arte Oriental,Artes Visuais - Escultura,Quarto Principal - Vestíbulo
M-0447,recipiente,Civilização Chavin,"Século IX-II a.C","Peru Pré-Colombiano, Serra Norte",Cerâmica pintada com alto-relevo; madeira policromada.,"Recipiente bi-compartimentado e pintado, com figuras de felinos em alto relevo nas laterais e figura de morcego sobre o compartimento anterior.","22,1 x 17,4 x 9,5 cm.",Arte Pré-Colombiana,Embalagens\Recipientes‏,Quarto Principal
M-0448,,,,Peru Pré-Colombiano (?),"Cerâmica pintada em cor preta, com alto-relevo.",,medição não realizada,Arte Pré-Colombiana,Interiores - Utensílios de Cozinha\Mesa,Reserva Técnica 1 (Q. Rosa)
M-0449,recipiente,Civilização Mochica (?),"Século I-VI d.C","Peru Pré-Colombiano, Costa Norte",cerâmica pintada,"Cântaro zoomórfico com asa de estribo, representando um felino.","25,2 x 13 x 17,5cm",Arte Pré-Colombiana,Embalagens\Recipientes‏,Quarto Principal
M-0450,Estatueta masculina,Grupo Cultural Baabwa,"Século XIX(?)",República Democrática do Congo,Madeira entalhada ,"com características de estilos tabwa, boyo e de outros povos avizinhados na região do lago Tanganyka","31,3 x 6,8 x 10,1 cm",Arte Africana,Artes Visuais - Escultura Religiosa,Quarto Principal - Vestíbulo
M-0451,estatueta,Grupo Cultural Bakuba,"Século XIX(?)",República Democrática do Congo,Madeira entalhada.,"estilo lele, com traços de arte kuba","34,5 x 9,8 x 9,7cm",Arte Africana,Artes Visuais - Escultura Religiosa,Quarto Principal - Vestíbulo
M-0452,Escultura Baulê,Grupo Cultural Baulê,"Século XIX(?)",Costa do Marfim,Madeira entalhada.,,"35 x 7,4 x 7,0cm",Arte Africana,Artes Visuais - Escultura Religiosa,Quarto Principal - Vestíbulo
M-0453,"BASTÃO (ogó), escultura emblemática de Exu",Grupo Cultural Iorubá,"Século XX(?)",Nigéria,Madeira entalhada.,,"36,7 x 7,9 x 10,3cm",Arte Africana,Objetos Cerimoniais - Objetos de Culto,Quarto Principal - Vestíbulo
M-0454,Escultura Ashanti,Grupo Cultural Ashanti,"Século XX(?)",Gana,Madeira entalhada e pintada,Simbolo de fertilidade e beleza utilizado como boneca pelas crianças,"32,9 x 15,0 x 4,3cm",Arte Africana,Artes Visuais - Escultura,Quarto Principal - Vestíbulo
M-0455,BASTÃO (oxê) com emblema de Xangô,Grupo Cultural Iorubá,"Século XX",Nigéria,Madeira entalhada.,,"39,6 x 8,3 x 6,0cm",Arte Africana,Objetos Cerimoniais - Objetos de Culto,Quarto Principal - Vestíbulo
M-0456,BASTÃO (oxê) com emblema de Xangô,Grupo Cultural Iorubá,"Século XX(?)",Nigéria,madeira entalhada e pintada.,,"51 x 22,3 x 9,5 cm ap.",Arte Africana,Objetos Cerimoniais - Objetos de Culto,Quarto Principal - Vestíbulo
M-0457,Esculura Mossi,Grupo Cultural Mossi,"Século XX",Burkina Faso,Madeira entalhada e revestida em couro,"Rad Kamba: Rad - boneca; Kamba - criança. Figura de fertilidade, também conhecidas como Bonecas Mossi","33,4 x 5,8 x 11cm",Arte Africana,Artes Visuais - Escultura Religiosa,Quarto Principal - Vestíbulo
M-0458,Topo de máscara (?) com escultura emblemática de Exu,Grupo Cultural Iorubá,"Século XX",Nigéria,madeira entalhada pintada; tecido de algodão; tecido de lã.,,28 x 21 d. ap. ,Arte Africana,Objetos Cerimoniais - Objetos de Culto,Quarto Principal - Vestíbulo
M-0459,Topo de máscara,,"Século XX",Gabão\Congo Brazzaville,madeira entalhada e policromada, semelhante às do tipo okuyi,"25,2 x 15,7 x 15,2 cm",Arte Africana,Artes Visuais - Escultura,Quarto Principal - Vestíbulo
M-0460,figura de relicário,Grupo Cultural Obamba,"Século XX",Gabão,madeira entalhada; metais em lâminas.,,"47,5 x 25,5 x 6,4cm ap.",Arte Africana,Objetos Cerimoniais - Objetos de Culto,Quarto Principal - Vestíbulo
M-0461,Estatueta,Grupo Cultural Songye,"Século XX",República Democrática do Congo,madeira entalhada e pintada; chifre.,"de estilo próximo aos nkhisi songye dos beneki, belande e nilembabwe do sudoeste","35,5 x 6,8 x 11,9cm ap.",Arte Africana,Artes Visuais - Escultura Religiosa,Quarto Principal - Vestíbulo
M-0462,bastão cerimonial,Civilização Chimu - Costa Norte (?),"Século X-XV",Peru Pré-Colombiano,Madeira entalhada,Bastão de madeira esculpido com figura masculina (divindade?) na parte superior.,"30,7 x 5,0 x 3,0",Arte Pré-Colombiana,Objetos Cerimoniais - Objetos de Culto,Reserva Técnica 1 (Q. Rosa)
M-0463,porta-retrato,,"Século XIX",Inglaterra,Prata?; madeira,Fundo em madeira. Com vidro de proteção transparente.,"27,3 x 20,7cm",,Interiores - Acessórios de Interiores,Quarto Principal
M-0464,porta-retrato,,"Século XIX",França,metal; cristal,,"32,4 x 24,3 cm",,Interiores - Acessórios de Interiores,Reserva Técnica 1 (Q. Rosa)
M-0465,porta-retrato,,"Século XX, c.1930",Inglaterra,"metal, madeira; shagreen (pele de tubarão)",Com vidro de proteção transparente.,33 x 27 cm,,Interiores - Acessórios de Interiores,Quarto Principal - Ante-Sala
M-0466,torso feminino,"Victor Brecheret","Século XX","Brasil, São Paulo",Mármore branco esculpido.,,"76,7 x 20 x 15,5 cm",Arte Brasileira - Século XX,Artes Visuais - Escultura,Quarto Principal - Ante-Sala
M-0467,mesa,,"Século XIX",Brasil,"madeira entalhada, natural.",,"108,4 x 70,6 x 81",Mobiliário Brasileiro,Interiores - Peças de Mobiliário,Reserva Técnica 2 (Porão)
M-0468,castiçal,,"Século XIX",Itália,bronze dourado,,"50,1 x 15,8 x 14,0 cm",,Interiores - Objetos de Iluminação,Vestíbulo
M-0469,castiçal,,"Século XIX",Itália,Bronze dourado.,,"47,8 x 16 x 14,8 cm ap.",,Interiores - Objetos de Iluminação,Vestíbulo
M-0470,vitrine de canto,,"Século XVIII",França,Madeira entalhada e dourada; tecido de veludo; vidro transparente; metal.,Par (M-0471). ,"31,3 x 14,0 x 136,7 cm",Mobiliário Europeu,Interiores - Peças de Mobiliário,Quarto Principal
M-0471,vitrine de canto,,"Século XVIII",França,Madeira entalhada dourada; tecido de veludo; vidro transparente; metal.,Par (M-0470),"31,0 x 13,5 x 136,0 cm ap.",Mobiliário Europeu,Interiores - Peças de Mobiliário,Quarto Principal
M-0472,bule,"Manufatura de Sèvres; Dodin, Charles Nicolas, 1754-1802 (pinturas)","Século XVIII,1775","França, Sèvres",Porcelana policromada,Jogo de chá (M-0472 a M-0477). Decorado com cena campestre e  de jogos infantis.,"16,2 x 11,5 x 9,3",,Interiores - Utensílios de Cozinha\Mesa,Reserva Técnica 2 (Porão)
M-0473,cremeira,"Manufatura de Sèvres; Dodin, Charles Nicolas, 1754-1802 (pinturas)","Século XVIII,1775","França, Sèvres",porcelana policromada.,Jogo de chá (M-0472 a M-0477). Decorada com cenas campestres e de jogos infantis.,"11,7 x 10,9 x 9,2",,Interiores - Utensílios de Cozinha\Mesa,Reserva Técnica 2 (Porão)
M-0474,xícara,"Manufatura de Sèvres; Dodin, Charles Nicolas, 1754-1802 (pinturas)","Século XVIII,1775","França, Sèvres",porcelana policromada.,Jogo de chá (M-0472 a M-0477). Decorada com cenas campestres.,"6,1 x 9,1 x 6,7",,Interiores - Utensílios de Cozinha\Mesa,Reserva Técnica 2 (Porão)
M-0475,xícara,"Manufatura de Sèvres; Dodin, Charles Nicolas, 1754-1802 (pinturas)","Século XVIII,1775","França, Sèvres",porcelana policromada,Jogo de chá (M-0472 a M-0477). Decorada com cena de pescaria.,"6,4 x 9,3 x 7,0 d",,Interiores - Utensílios de Cozinha\Mesa,Reserva Técnica 2 (Porão)
M-0476,açucareiro,"Manufatura de Sèvres; Dodin, Charles Nicolas, 1754-1802 (pinturas)","Século XVIII,1775","França, Sèvres",porcelana policromada,Jogo de chá (M-0472 a M-0477). Decorado com cenas de jogos infantis.,,,Interiores - Utensílios de Cozinha\Mesa,Reserva Técnica 2 (Porão)
M-0477,Bandeja,"Manufatura de Sèvres; Dodin, Charles Nicolas, 1754-1802 (pinturas)","Século XVIII,1775","França, Sèvres",porcelana policromada,Jogo de chá (M-0472 a M-0477).,"5,0 x 34,9 x 25,3",,Interiores - Utensílios de Cozinha\Mesa,Reserva Técnica 2 (Porão)
M-0478,medalhão,,"Século XX,Após 1938","Portugal, Porto",Prata martelada e cinzelada.,,,Prataria - Exposição,Interiores - Acessórios de Interiores,Reserva Técnica 3
M-0479,medalhão,,"Século XX(?)",Portugal(?),Prata martelada e cinzelada.,,"6,7 x 46,0 diam. irreg.",Prataria - Exposição,Interiores - Acessórios de Interiores,Reserva Técnica 3
M-0480,corola,,"Século XIX(?)",Brasil(?),Prata martelada e cinzelada.,,"4,9 x 6,5 diâm. irreg.",Prataria - Exposição,Objetos Cerimoniais - Objetos de Culto,Reserva Técnica 3
M-0481,prato,Manufatura Real de Berlim,"Século XIX,Após 1870","Alemanha, Berlim",Porcelana branca.,Par (M-0482). Borda decorada com motivos florais em alto relevo e vazados.,"2,7 x 22 d. ",,Interiores - Utensílios de Cozinha\Mesa,Reserva Técnica 2 (Porão)
M-0482,prato,Manufatura Real de Porcelana de Berlim,"Século XIX,Após 1870","Alemanha, Berlim",porcelana branca.,Par (M-0481). Borda decorada com motivos florais em alto relevo e vazados.,"2,5 x 23 d.",,Interiores - Utensílios de Cozinha\Mesa,Reserva Técnica 2 (Porão)
M-0483,terrina,,"Século XIX","Itália, Nápoles",Porcelana branca com alto-relevo,Decorada com motivos florais.,"13,7 x 17,5 x 16,9 (com tampa)",,Interiores - Utensílios de Cozinha\Mesa,Reserva Técnica 2 (Porão)
M-0484,xícara e pires (trembleuse),Claudius Innocentius Du Paquier (?),"Século XVIII,1744-1785","Áustria, Viena",Porcelana branca com pintura rosa e dourada,Decorada com figuras de casal em paisagem rural.,"7,6 x 8,9 x 7,2 d. (na borda)",,Interiores - Utensílios de Cozinha\Mesa,Reserva Técnica 2 (Porão)
M-0485,recipiente,,,,,,,Arte Pré-Colombiana,Interiores - Utensílios de Cozinha\Mesa,
